"id","sku","name","start","end","season.id","season.name","season.code","program.id","program.name","program.code","location.venue","location.address_1","location.address_2","location.city","location.region","location.postcode","location.country","location.coordinates.lat","location.coordinates.lon","level","ongoing","awards_finalized"
51626,"RE-VIQRC-23-1626","Monroe County Fair VIQRC Full Volume MI Kickoff","2023-08-05T00:00:00-04:00","2023-08-05T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Monroe County Fair","3775 Custer Road",,"Monroe","Michigan","48161","United States",41.931225,-83.463605,"Other",false,true
52029,"RE-VIQRC-23-2029","Gulf Side Skirmish-IQ Blended","2023-09-02T00:00:00-04:00","2023-09-02T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Ball High School","4115 Avenue O",,"Galveston","Texas","77550","United States",29.287337,-94.811632,"Other",false,true
52736,"RE-VIQRC-23-2736","Petal School District 2023 League- Elementary Teams","2023-09-05T00:00:00-04:00","2023-11-03T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Petal Elementary School","1179 Mississippi 42",,"Petal","Mississippi","39465","United States",31.352117,-89.202426,"Other",false,true
52167,"RE-VIQRC-23-2167","The Panther Prowl- Swope Middle School Fall Tournament- CANCELLED","2023-09-16T00:00:00-04:00","2023-09-16T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Swope Middle School","901 Keele Drive",,"Reno","Nevada","89509","United States",39.509682,-119.847076,"Other",false,false
52454,"RE-VIQRC-23-2454","AERO Season Kickoff VIQRC-Updated- Blended","2023-09-16T00:00:00-04:00","2023-09-16T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Arab Junior High School","911 Old Cullman Road Southwest",,"Arab","Alabama","35016","United States",34.312685,-86.511374,"Other",false,true
53133,"RE-VIQRC-23-3133","Big Island VEX IQ League","2023-09-23T00:00:00-04:00","2024-01-20T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","SCRIMMAGE - Waiakea Intermediate School","200 West Puainako Street",,"Hilo","Hawaii","96720","United States",19.695106,-155.076449,"Other",false,true
53149,"RE-VIQRC-23-3149","Region 5 Early Season IQ Scrimmage","2023-09-23T00:00:00-04:00","2023-09-23T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","1509 Enterprise Blvd","1509 Enterprise Boulevard",,"Lake Charles","Louisiana","70601","United States",30.220139,-93.203154,"Other",false,false
52573,"RE-VIQRC-23-2573","Sumner County Fall VIQRC League (ES/MS)","2023-09-28T00:00:00-04:00","2023-11-30T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Hendersonville High School","123 Cherokee Road",,"Hendersonville","Tennessee","37075","United States",36.303809,-86.605038,"Other",false,true
53084,"RE-VIQRC-23-3084","IQ After School: Full Volume #1","2023-09-28T00:00:00-04:00","2023-09-28T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Jasper Junior High School","1501 Viking Drive",,"Jasper","Alabama","35501","United States",33.833613,-87.257946,"Other",false,true
52178,"RE-VIQRC-23-2178","WWR Oaks Mall VIQRC Blended Tournament (Judgement Free Zone)","2023-09-30T00:00:00-04:00","2023-09-30T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","The Oaks Mall","6419 West Newberry Road",,"Gainesville","Florida","32605","United States",29.658018,-82.411237,"Other",false,true
51953,"RE-VIQRC-23-1953","TNVR VIQRC Full Volume Local League at CSLA & OLPH (ES/MS)","2023-10-03T00:00:00-04:00","2024-02-06T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Chattanooga School for the Liberal Arts (Lower School)","4850 Jersey Pike",,"Harrison","Tennessee","37416","United States",35.09151,-85.178671,"Other",false,true
52996,"RE-VIQRC-23-2996","RobotiX Institute VIQRC League (CANCELLED)","2023-10-03T00:00:00-04:00","2023-11-14T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","RobotiX Institute Franklin","1722 General George Patton Drive",,"Brentwood","Tennessee","37027","United States",35.964796,-86.82052,"Other",false,false
52829,"RE-VIQRC-23-2829","Silicon Valley VEXIQ Robotics Late League ""Crank it to 11""","2023-10-04T00:00:00-04:00","2024-01-13T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Sacred Heart School","13718 Saratoga Avenue",,"Saratoga","California","95070","United States",37.267972,-122.018037,"Other",false,true
52830,"RE-VIQRC-23-2830","Silicon Valley VEXIQ Robotics Early League ""Pump up the volume""","2023-10-04T00:00:00-04:00","2024-01-13T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Sacred Heart School","13718 Saratoga Avenue",,"Saratoga","California","95070","United States",37.267972,-122.018037,"Other",false,true
53248,"RE-VIQRC-23-3248","Timberline League","2023-10-04T00:00:00-04:00","2023-11-29T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Timberline Middle School","9900 Redmond Ridge Drive Northeast",,"Redmond","Washington","98053","United States",47.688202,-122.031472,"Other",false,true
53105,"RE-VIQRC-23-3105","IQ After School: Full Volume #2","2023-10-05T00:00:00-04:00","2023-10-05T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Jasper Junior High School","1501 Viking Drive",,"Jasper","Alabama","35501","United States",33.833613,-87.257946,"Other",false,false
53777,"RE-VIQRC-23-3777","Lee County Robotics League Scrimmage","2023-10-05T00:00:00-04:00","2023-10-05T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lee County Board of Education","2410 Society Hill Road",,"Opelika","Alabama","36804","United States",32.621015,-85.39142,"Other",false,false
52608,"RE-VIQRC-23-2608","LAUSD East VEX IQ League at Maywood Center for Enriched Studies","2023-10-06T00:00:00-04:00","2024-01-26T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Maywood Center for Enriched Studies","5800 King Avenue",,"Maywood","California","90270","United States",33.987316,-118.183117,"Other",false,true
51845,"RE-VIQRC-23-1845","Black and Blue GHMS VEX IQ SKILLS ONLY Challenge (ES/MS)","2023-10-07T00:00:00-04:00","2023-10-07T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Gold Hill Middle School","1025 Dave Gibson Boulevard",,"Fort Mill","South Carolina","29708","United States",35.03724,-80.990457,"Other",false,true
52027,"RE-VIQRC-23-2027","JL Mann VEX IQ Scrimmage (ES/MS)","2023-10-07T00:00:00-04:00","2023-10-07T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","JL Mann High School","160 Fairforest Way",,"Greenville","South Carolina","29607","United States",34.807024,-82.337252,"Other",false,false
52470,"RE-VIQRC-23-2470","Zionsville VIQRC Blended Invitational League","2023-10-07T00:00:00-04:00","2024-02-24T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Trailside Elementary","4200 South 875 East",,"Zionsville","Indiana","46077","United States",39.978463,-86.303124,"Other",false,true
52764,"RE-VIQRC-23-2764","Dolphin Duel [VIQRC BL]","2023-10-07T00:00:00-04:00","2023-10-07T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Ball High School","4115 Avenue O",,"Galveston","Texas","77550","United States",29.287337,-94.811632,"Other",false,true
52999,"RE-VIQRC-23-2999","Bay Area Full Volume #2","2023-10-07T00:00:00-04:00","2023-10-07T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cesar Chavez Ravenswood Middle School","2450 Ralmar Avenue",,"East Palo Alto","California","94303","United States",37.473639,-122.145621,"Other",false,true
52506,"RE-VIQRC-23-2506","Hudsonville Robotics Full Volume League","2023-10-10T00:00:00-04:00","2023-11-21T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Hudsonville High School - Main Gym","5037 32nd Avenue",,"Hudsonville","Michigan","49426","United States",42.861233,-85.863177,"Other",false,true
52622,"RE-VIQRC-23-2622","LAUSD South VEX IQ League at Stephen M White Middle School","2023-10-11T00:00:00-04:00","2024-01-17T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Stephen M White Middle School","22102 South Figueroa Street",,"Carson","California","90745","United States",33.827751,-118.284123,"Other",false,true
51973,"RE-VIQRC-23-1973","LAUSD South VEX IQ League at Dodson Middle School","2023-10-12T00:00:00-04:00","2024-01-18T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Rudecinda Sepulveda Dodson Middle School","28014 South Montereina Drive",,"Rancho Palos Verdes","California","90275","United States",33.766003,-118.315373,"Other",false,true
52362,"RE-VIQRC-23-2362","Falcon Fall League-VIQRC Elementary *Canceled*","2023-10-12T00:00:00-04:00","2023-11-09T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lord of Life Lutheran","3801 South Panther Creek Drive",,"The Woodlands","Texas","77381","United States",30.154408,-95.496223,"Other",false,false
52594,"RE-VIQRC-23-2594","LAUSD East VEX IQ League at Boyle Heights STEM Academy","2023-10-13T00:00:00-04:00","2024-01-19T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Boyle Heights STEM Magnet HS","2550 East 6th Street",,"Los Angeles","California","90023","United States",34.036846,-118.209891,"Other",false,true
52840,"RE-VIQRC-23-2840","2023-2024 Fort Apache Blended VEX IQ Qualifying Tournament","2023-10-13T00:00:00-04:00","2023-10-13T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Theodore Roosevelt School","805 Apache Street",,"Fort Apache","Arizona","85926","United States",33.790406,-109.988109,"Other",false,true
51589,"RE-VIQRC-23-1589","Ring of Fire - ELY, NV Solar Eclipse Event","2023-10-14T00:00:00-04:00","2023-10-14T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Bristlecone Convention Center","150 W 6th St.",,"Ely","Nevada","89301","United States",39.248823,-114.891704,"Other",false,true
52004,"RE-VIQRC-23-2004","WWR October Blended Full Volume VIQRC Tournament","2023-10-14T00:00:00-04:00","2023-10-14T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Westwood Middle School","3215 Northwest 15 Avenue",,"Gainesville","Florida","32605","United States",29.665263,-82.370531,"Other",false,true
52630,"RE-VIQRC-23-2630","FCS Robotics VIQRC - Full Volume October Qualifier","2023-10-14T00:00:00-04:00","2023-10-14T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Otwell Middle School","605 Tribble Gap Road",,"Cumming","Georgia","30040","United States",34.219737,-84.135937,"Other",false,true
52737,"RE-VIQRC-23-2737","Baltimore City Public Schools VIQRC League - Elementary Only","2023-10-14T00:00:00-04:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Baltimore City Public Schools Professional Development Center","2500 East Northern Parkway",,"Baltimore","Maryland","21214","United States",39.366466,-76.560202,"Other",false,true
52827,"RE-VIQRC-23-2827","St Catherine School - Middle School ""Fill 'em up""","2023-10-14T00:00:00-04:00","2023-10-14T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","St Catherine's School","17500 Peak Avenue",,"Morgan Hill","California","95037","United States",37.12566,-121.660616,"Other",false,true
52828,"RE-VIQRC-23-2828","St Catherine School - Elementary ""Fill 'em up""","2023-10-14T00:00:00-04:00","2023-10-14T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","St Catherine's School","17500 Peak Avenue",,"Morgan Hill","California","95037","United States",37.12566,-121.660616,"Other",false,true
52835,"RE-VIQRC-23-2835","VIQRC- Oct Full Volume @ NFHS","2023-10-14T00:00:00-04:00","2023-10-14T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","North Forsyth High School","3635 Coal Mountain Drive",,"Cumming","Georgia","30028","United States",34.277719,-84.107226,"Other",false,true
52927,"RE-VIQRC-23-2927","ROBOTICON Rumble VIQRC (ES/MS)","2023-10-14T00:00:00-04:00","2023-10-14T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","AMRoC Fab Lab","2154 University Square Mall",,"Tampa","Florida","33612","United States",28.056937,-82.435257,"Other",false,false
52930,"RE-VIQRC-23-2930","Talon Tussle Fall Kickoff","2023-10-14T00:00:00-04:00","2023-10-14T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Walter Johnson Junior High School","7701 Ducharme Avenue",,"Las Vegas","Nevada","89145","United States",36.168542,-115.262273,"Other",false,true
53062,"RE-VIQRC-23-3062","Spartan Design VEX IQ Full Volume 1","2023-10-14T00:00:00-04:00","2023-10-14T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Stauffer Middle School","11985 Old River School Road",,"Downey","California","90242","United States",33.938935,-118.156291,"Other",false,true
53331,"RE-VIQRC-23-3331","Baltimore City Public Schools VIQRC League - Middle School Only","2023-10-14T00:00:00-04:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Baltimore City Public Schools Professional Development Center","2500 East Northern Parkway",,"Baltimore","Maryland","21214","United States",39.366466,-76.560202,"Other",false,true
52773,"RE-VIQRC-23-2773","The 2nd Annual Great Philosopher's Get Together (VIQRC-)","2023-10-15T00:00:00-04:00","2023-10-15T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Don Estridge High Tech Middle School","1798 NW Spanish River Blvd",,"Boca Raton","Florida","33431","United States",26.385393,-80.120351,"Other",false,true
52156,"RE-VIQRC-23-2156","LAUSD West VEX IQ League at Fairfax High School","2023-10-16T00:00:00-04:00","2024-01-29T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Fairfax High School","7850 Melrose Avenue",,"Los Angeles","California","90046","United States",34.081962,-118.360166,"Other",false,true
52285,"RE-VIQRC-23-2285","Jenison Robotics VIQRC Full Volume League","2023-10-16T00:00:00-04:00","2023-11-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Jenison Junior High School","8295 20th Ave",,"Jenison","Michigan","49428","United States",42.920117,-85.833643,"Other",false,true
53849,"RE-VIQRC-23-3849","Auburn Robotics Club VIQRC-  Tournament","2023-10-16T00:00:00-04:00","2023-10-16T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Beard-Eaves Memorial Coliseum","650 Biggio Drive",,"Auburn","Alabama","36849","United States",32.599931,-85.492496,"Other",false,false
52113,"RE-VIQRC-23-2113","LAUSD North VEX IQ League at Montague Charter Academy","2023-10-17T00:00:00-04:00","2024-01-23T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Montague Charter Academy","13000 Montague Street",,"Los Angeles","California","91331","United States",34.244457,-118.415316,"Other",false,true
52376,"RE-VIQRC-23-2376","2023-2024 Mercer County Schools VEX IQ Blended League 1","2023-10-17T00:00:00-04:00","2024-01-08T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mercer Elementary School","1200 Mercer Street",,"Princeton","West Virginia","24740","United States",37.36709,-81.100169,"Other",false,true
52757,"RE-VIQRC-23-2757","VEXplorers Challenge: Full Volume VIQRC League (ES/MS)","2023-10-17T00:00:00-04:00","2024-01-30T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","College Woods Center at University of Mobile","5860 College Pkwy",,"Mobile","Alabama","36613","United States",30.800769,-88.124189,"Other",false,true
52610,"RE-VIQRC-23-2610","LAUSD East VEX IQ League at South Gate High School","2023-10-18T00:00:00-04:00","2024-01-24T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","South Gate High School","3351 Firestone Boulevard",,"South Gate","California","90280","United States",33.956071,-118.209319,"Other",false,true
52802,"RE-VIQRC-23-2802","LRSD VIQRC SPOOKTACULAR ES Only","2023-10-18T00:00:00-04:00","2023-10-18T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Henderson IRC (formally Henderson Middle School)","401 John Barrow Road",,"Little Rock","Arkansas","72205","United States",34.74851,-92.370719,"Other",false,true
52595,"RE-VIQRC-23-2595","LAUSD East VEX IQ League at Main Street Elementary","2023-10-19T00:00:00-04:00","2024-01-25T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Main Street Elementary School","129 East 53rd Street",,"Los Angeles","California","90011","United States",33.994607,-118.273081,"Other",false,true
54277,"RE-VIQRC-23-4277","2023-2024 Mercer County Schools VEX IQ Blended League 2","2023-10-19T00:00:00-04:00","2024-01-09T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mercer Elementary School","1200 Mercer Street",,"Princeton","West Virginia","24740","United States",37.36709,-81.100169,"Other",false,true
51946,"RE-VIQRC-23-1946","CRES Full Volume Welcome Back VIQRC Challenge","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cypress Ridge Elementary School","350 EAST AVE",,"CLERMONT","Florida","34711","United States",28.559742,-81.75736,"Other",false,true
52092,"RE-VIQRC-23-2092","Davis Youth Robotics Tournament #1","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Davis Senior High School","315 West 14th Street",,"Davis","California","95616","United States",38.55585,-121.751216,"Other",false,true
52158,"RE-VIQRC-23-2158","Notre Dame Full Volume League","2023-10-21T00:00:00-04:00","2023-12-09T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Notre Dame Prep High School","1300 Giddings Road",,"Pontiac","Michigan","48340","United States",42.673754,-83.257883,"Other",false,true
52477,"RE-VIQRC-23-2477","(Canceled) The No Frills Tournament","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Xavier Middle School","2626 North Oneida Street",,"Appleton","Wisconsin","54911","United States",44.286413,-88.40464,"Other",false,false
52490,"RE-VIQRC-23-2490","The Hero Clash- Hero Bot Tournament (ES/MS)","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mt. Pleasant Middle School","410 Gray Lane",,"Mt. Pleasant","Tennessee","38474","United States",35.548737,-87.205056,"Other",false,true
52513,"RE-VIQRC-23-2513","St Martin Robotics VIQRC-  Full Volume Open Tournament","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","St Martin Upper Elementary","11000 Yellow Jacket Road",,"Ocean Springs","Mississippi","39564","United States",30.435088,-88.794927,"Other",false,true
52582,"RE-VIQRC-23-2582","Turn It Up-Full Volume VIQRC-  at HES (MCS) 10.21.23","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Highland Elementary School","330 Brame Road",,"Ridgeland","Mississippi","39157","United States",32.415155,-90.149872,"Other",false,true
52618,"RE-VIQRC-23-2618","LAUSD North VEX IQ League at Vintage Magnet Elementary School","2023-10-21T00:00:00-04:00","2024-01-20T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Vintage Street Elementary School","15848 Stare Street",,"Los Angeles","California","91343","United States",34.251928,-118.477295,"Other",false,true
52740,"RE-VIQRC-23-2740","Gold Coast VIQRC-  Elementary League at Pine Crest School","2023-10-21T00:00:00-04:00","2024-02-03T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Pine Crest School","2700 Saint Andrews Boulevard",,"Boca Raton","Florida","33434","United States",26.373971,-80.135967,"Other",false,true
52760,"RE-VIQRC-23-2760","Gold Coast VIQRC-  Middle School League at Pine Crest School","2023-10-21T00:00:00-04:00","2024-02-03T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Pine Crest School","2700 Saint Andrews Boulevard",,"Boca Raton","Florida","33434","United States",26.373971,-80.135967,"Other",false,true
52814,"RE-VIQRC-23-2814","West Valley Robotics Invitational League","2023-10-21T00:00:00-04:00","2024-02-17T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Champions at Westwind Elementary School","9040 West Campbell Avenue",,"Phoenix","Arizona","85037","United States",33.502151,-112.252466,"Other",false,true
52998,"RE-VIQRC-23-2998","OSCS October Full Volume VIQRC Tournament","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","2849 John Young Pkwy","2849 John Young Parkway",,"Kissimmee","Florida","34741","United States",28.330856,-81.414785,"Other",false,true
53110,"RE-VIQRC-23-3110","Cougar VIQRC MS Tournament","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Hughes Academy of Science & Technology","122 DeOyley Ave.",,"Greenville","South Carolina","29605","United States",34.807239,-82.389439,"Other",false,true
53206,"RE-VIQRC-23-3206","Clint ISD ES/MS VEXIQ Tournament","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","William D. Surratt Elementary","12675 Alameda Ave.",,"Clint","Texas","79836","United States",31.591837,-106.234839,"Other",false,true
53320,"RE-VIQRC-23-3320","Big Island Elementary Vex IQ League","2023-10-21T00:00:00-04:00","2024-01-13T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Qualification #1 & Meet & Greet - Kamehameha Schools Hawaiʻi Elementary Campus","16-714 Volcano Road",,"Keaau","Hawaii","96749","United States",19.608501,-155.055729,"Other",false,true
53336,"RE-VIQRC-23-3336","RES 2nd Annual Robotics Tournament","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Riveside Elementary School","218 Barker",,"El Paso","Texas","79915","United States",31.740525,-106.389614,"Other",false,true
53560,"RE-VIQRC-23-3560","Falcons Fall Robotics Fest-VIQRC Blended","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lord of Life Lutheran Church","3801 South Panther Creek Drive",,"The Woodlands","Texas","77381","United States",30.154408,-95.496223,"Other",false,true
53635,"RE-VIQRC-23-3635","Sossaman Middle School Annual Arizona VEX IQ State Qualifying Tournament","2023-10-21T00:00:00-04:00","2023-10-21T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Sossaman Middle School","18655 Jacaranda Boulevard",,"Queen Creek","Arizona","85142","United States",33.257381,-111.681168,"Other",false,true
53254,"RE-VIQRC-23-3254","Wahluke School District VEX IQ Robotics League","2023-10-24T00:00:00-04:00","2024-02-20T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Wahluke Junior High","502 Boundary Avenue",,"Mattawa","Washington","99349","United States",46.742643,-119.89695,"Other",false,true
53850,"RE-VIQRC-23-3850","Auburn Robotics Club VIQRC-  Fall League","2023-10-24T00:00:00-04:00","2023-11-28T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Beard-Eaves Memorial Coliseum","650 Biggio Drive",,"Auburn","Alabama","36849","United States",32.599931,-85.492496,"Other",false,true
52512,"RE-VIQRC-23-2512","LAUSD East VEX IQ League at 10th Street Elementary School","2023-10-25T00:00:00-04:00","2024-01-31T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","10th Street Elementary School","1000 Grattan Street",,"Los Angeles","California","90015","United States",34.048196,-118.273378,"Other",false,true
54049,"RE-VIQRC-23-4049","MId-Columbia VEX IQ League","2023-10-25T00:00:00-04:00","2023-12-06T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Hood River MIddle School","1602 May Street",,"Hood River","Oregon","97031","United States",45.70466,-121.528388,"Other",false,true
54084,"RE-VIQRC-23-4084","Triangle Robotics League - VIQRC Scrimmage League","2023-10-25T00:00:00-04:00","2023-12-13T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cedar Ridge High School","1125 New Grady Brown School Road",,"Hillsborough","North Carolina","27278","United States",36.055746,-79.128735,"Other",false,false
52614,"RE-VIQRC-23-2614","LAUSD North VEX IQ ES League at Chatsworth Charter High School","2023-10-26T00:00:00-04:00","2024-02-01T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Chatsworth High School","10027 Lurline Avenue",,"Los Angeles","California","91311","United States",34.253424,-118.586066,"Other",false,true
54128,"RE-VIQRC-23-4128","Pittsburgh VIQRC League","2023-10-26T00:00:00-04:00","2023-10-26T00:00:00-04:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","5145 Wexford Run Rd","5145 Wexford Run Road",,"Wexford","Pennsylvania","15090","United States",40.643578,-80.095032,"Other",false,false
51957,"RE-VIQRC-23-1957","Placer Robotics League: VIQRC Full Volume Division","2023-10-27T00:00:00-04:00","2024-01-12T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Placer Robotics Center","641 Vernon St",,"Roseville","California","95678","United States",38.745497,-121.28823,"Other",false,true
