"id","type","division","rank","score","attempts","eventId","teamName","seasonId"
37403800,"driver",,14,137,1,53547,"8223C",181
37403801,"programming",,14,0,0,53547,"8223C",181
37403802,"driver",,15,114,3,53547,"77761E",181
37403803,"programming",,15,0,0,53547,"77761E",181
37403804,"driver",,16,107,2,53547,"57000Y",181
37403805,"programming",,16,0,0,53547,"57000Y",181
37403806,"driver",,17,89,2,53547,"7505A",181
37403807,"programming",,17,0,0,53547,"7505A",181
37403808,"driver",,18,80,3,53547,"68086A",181
37403809,"programming",,18,5,3,53547,"68086A",181
37403810,"driver",,19,82,1,53547,"7258D",181
37403811,"programming",,19,0,0,53547,"7258D",181
37403812,"driver",,20,80,2,53547,"8223X",181
37403813,"programming",,20,0,0,53547,"8223X",181
37403814,"driver",,21,79,3,53547,"57000S",181
37403815,"programming",,21,0,0,53547,"57000S",181
37403816,"driver",,22,73,1,53547,"77761D",181
37403817,"programming",,22,0,0,53547,"77761D",181
37403818,"driver",,23,71,3,53547,"8223B",181
37403819,"programming",,23,0,0,53547,"8223B",181
37403820,"driver",,24,65,2,53547,"71666A",181
37403821,"programming",,24,0,0,53547,"71666A",181
37403822,"driver",,25,60,1,53547,"12366B",181
37403823,"programming",,25,0,0,53547,"12366B",181
37403824,"driver",,26,51,1,53547,"18599T",181
37403825,"programming",,26,6,1,53547,"18599T",181
37227040,"driver",,1,170,1,54349,"25836A",181
37227041,"programming",,1,80,1,54349,"25836A",181
37227042,"driver",,2,175,2,54349,"18190B",181
37227043,"programming",,2,0,0,54349,"18190B",181
37227044,"driver",,3,174,3,54349,"95271A",181
37227045,"programming",,3,0,0,54349,"95271A",181
37227046,"driver",,4,164,2,54349,"68762F",181
37227047,"programming",,4,0,0,54349,"68762F",181
37227048,"driver",,5,157,2,54349,"88518J",181
37227049,"programming",,5,0,0,54349,"88518J",181
37227050,"driver",,6,150,2,54349,"95271B",181
37227051,"programming",,6,0,0,54349,"95271B",181
37227052,"driver",,7,150,1,54349,"95273A",181
37227053,"programming",,7,0,0,54349,"95273A",181
37227054,"driver",,8,140,1,54349,"25836B",181
37227055,"programming",,8,0,1,54349,"25836B",181
37227056,"driver",,9,125,1,54349,"906G",181
37227057,"programming",,9,0,0,54349,"906G",181
37227058,"driver",,10,107,2,54349,"5868D",181
37227059,"programming",,10,0,0,54349,"5868D",181
37227060,"driver",,11,99,2,54349,"18190X",181
37227061,"programming",,11,0,0,54349,"18190X",181
37227062,"driver",,12,90,2,54349,"95271C",181
37227063,"programming",,12,0,0,54349,"95271C",181
37227064,"driver",,13,89,1,54349,"653R",181
37227065,"programming",,13,0,0,54349,"653R",181
37227066,"driver",,14,75,2,54349,"906A",181
37227067,"programming",,14,0,0,54349,"906A",181
37670904,"driver",,1,122,2,54201,"33770A",181
37670905,"programming",,1,55,2,54201,"33770A",181
37670906,"driver",,2,114,2,54201,"69175A",181
37670907,"programming",,2,54,2,54201,"69175A",181
37670908,"driver",,3,81,2,54201,"54005A",181
37670909,"programming",,3,56,2,54201,"54005A",181
37670910,"driver",,4,72,2,54201,"141C",181
37670911,"programming",,4,36,2,54201,"141C",181
37670912,"driver",,5,52,2,54201,"141A",181
37670913,"programming",,5,55,2,54201,"141A",181
37670914,"driver",,6,60,2,54201,"39372A",181
37670915,"programming",,6,47,2,54201,"39372A",181
37670916,"driver",,7,69,2,54201,"141B",181
37670917,"programming",,7,38,2,54201,"141B",181
37670918,"driver",,8,61,2,54201,"141D",181
37670919,"programming",,8,44,2,54201,"141D",181
37670920,"driver",,9,48,2,54201,"12812Z",181
37670921,"programming",,9,54,2,54201,"12812Z",181
37670922,"driver",,10,95,2,54201,"54008A",181
37670923,"programming",,10,0,2,54201,"54008A",181
37670924,"driver",,11,51,2,54201,"67190A",181
37670925,"programming",,11,43,2,54201,"67190A",181
37670926,"driver",,12,57,2,54201,"141E",181
37670927,"programming",,12,36,2,54201,"141E",181
37670928,"driver",,13,51,2,54201,"1388T",181
37670929,"programming",,13,40,2,54201,"1388T",181
37670930,"driver",,14,51,2,54201,"39372B",181
37670931,"programming",,14,35,2,54201,"39372B",181
37670932,"driver",,15,84,2,54201,"54009A",181
37670933,"programming",,15,0,2,54201,"54009A",181
37670934,"driver",,16,76,2,54201,"54003A",181
37670935,"programming",,16,0,2,54201,"54003A",181
37670936,"driver",,17,70,1,54201,"54009B",181
37670937,"programming",,17,0,1,54201,"54009B",181
37670938,"driver",,18,65,1,54201,"51596A",181
37670939,"programming",,18,0,1,54201,"51596A",181
37670940,"driver",,19,64,1,54201,"13142A",181
37670941,"programming",,19,0,1,54201,"13142A",181
37670942,"driver",,20,61,1,54201,"54006Z",181
37670943,"programming",,20,0,1,54201,"54006Z",181
37670944,"driver",,21,59,2,54201,"51596B",181
37670945,"programming",,21,0,2,54201,"51596B",181
37670946,"driver",,22,59,1,54201,"13145B",181
37670947,"programming",,22,0,1,54201,"13145B",181
37670948,"driver",,22,59,1,54201,"13145A",181
37670949,"programming",,22,0,1,54201,"13145A",181
37670950,"driver",,24,53,2,54201,"54005Z",181
37670951,"programming",,24,0,2,54201,"54005Z",181
37670952,"driver",,1,147,2,54202,"54001Y",181
37670953,"programming",,1,128,2,54202,"54001Y",181
37670954,"driver",,2,144,2,54202,"291J",181
37670955,"programming",,2,122,2,54202,"291J",181
37670956,"driver",,3,138,2,54202,"3283R",181
37670957,"programming",,3,122,2,54202,"3283R",181
37670958,"driver",,4,136,2,54202,"54001Z",181
37670959,"programming",,4,71,2,54202,"54001Z",181
37670960,"driver",,5,114,2,54202,"291V",181
37670961,"programming",,5,46,2,54202,"291V",181
37670962,"driver",,6,80,1,54202,"74000P",181
37670963,"programming",,6,75,1,54202,"74000P",181
37670964,"driver",,7,99,3,54202,"74000S",181
37670965,"programming",,7,49,1,54202,"74000S",181
37670966,"driver",,8,55,1,54202,"1699Y",181
37670967,"programming",,8,84,1,54202,"1699Y",181
37670968,"driver",,9,83,1,54202,"28S",181
37670969,"programming",,9,0,0,54202,"28S",181
37670970,"driver",,10,77,2,54202,"74000M",181
37670971,"programming",,10,4,2,54202,"74000M",181
37670972,"driver",,11,34,2,54202,"291S",181
37670973,"programming",,11,12,2,54202,"291S",181
37670974,"driver",,12,25,1,54202,"492X",181
37670975,"programming",,12,0,0,54202,"492X",181
38257892,"driver",,1,208,3,54625,"56932A",181
38257893,"programming",,1,162,3,54625,"56932A",181
38257894,"driver",,2,177,1,54625,"80811A",181
38257895,"programming",,2,144,1,54625,"80811A",181
38257896,"driver",,3,185,1,54625,"47998A",181
38257897,"programming",,3,130,1,54625,"47998A",181
38257898,"driver",,4,192,1,54625,"33770F",181
38257899,"programming",,4,121,1,54625,"33770F",181
38257900,"driver",,5,171,1,54625,"80811B",181
38257901,"programming",,5,107,1,54625,"80811B",181
38257902,"driver",,6,90,3,54625,"33770A",181
38257903,"programming",,6,118,2,54625,"33770A",181
38257904,"driver",,7,119,2,54625,"39372A",181
38257905,"programming",,7,89,1,54625,"39372A",181
38257906,"driver",,8,130,2,54625,"67190A",181
38257907,"programming",,8,56,2,54625,"67190A",181
38257908,"driver",,9,88,1,54625,"16595A",181
38257909,"programming",,9,97,1,54625,"16595A",181
38257910,"driver",,10,157,2,54625,"99267S",181
38257911,"programming",,10,0,0,54625,"99267S",181
38257912,"driver",,11,123,2,54625,"95256A",181
38257913,"programming",,11,0,0,54625,"95256A",181
38257914,"driver",,12,37,3,54625,"69175A",181
38257915,"programming",,12,43,3,54625,"69175A",181
38257916,"driver",,13,37,1,54625,"59368A",181
38257917,"programming",,13,34,1,54625,"59368A",181
38257918,"driver",,14,0,0,54625,"23896D",181
38257919,"programming",,14,58,1,54625,"23896D",181
37893226,"driver",,1,201,3,54345,"13800C",181
37893227,"programming",,1,164,3,54345,"13800C",181
37893228,"driver",,2,186,3,54345,"9123A",181
37893229,"programming",,2,145,2,54345,"9123A",181
37893230,"driver",,3,163,3,54345,"3219A",181
37893231,"programming",,3,161,3,54345,"3219A",181
37893232,"driver",,4,178,3,54345,"13800Z",181
37893233,"programming",,4,133,3,54345,"13800Z",181
37893234,"driver",,5,160,1,54345,"9123Y",181
37893235,"programming",,5,92,1,54345,"9123Y",181
37893236,"driver",,6,151,1,54345,"88825A",181
37893237,"programming",,6,69,2,54345,"88825A",181
37893238,"driver",,7,174,2,54345,"88825H",181
37893239,"programming",,7,0,0,54345,"88825H",181
37893240,"driver",,8,88,2,54345,"96626A",181
37893241,"programming",,8,44,1,54345,"96626A",181
37893242,"driver",,9,126,2,54345,"9123H",181
37893243,"programming",,9,0,0,54345,"9123H",181
37893244,"driver",,10,104,3,54345,"91233A",181
37893245,"programming",,10,0,0,54345,"91233A",181
37893246,"driver",,11,100,1,54345,"79001A",181
37893247,"programming",,11,0,0,54345,"79001A",181
37893248,"driver",,12,95,1,54345,"3219D",181
37893249,"programming",,12,0,0,54345,"3219D",181
37893250,"driver",,13,88,3,54345,"88825E",181
37893251,"programming",,13,0,0,54345,"88825E",181
37893252,"driver",,14,85,1,54345,"91233S",181
37893253,"programming",,14,0,0,54345,"91233S",181
37893254,"driver",,15,0,1,54345,"91233X",181
37893255,"programming",,15,79,1,54345,"91233X",181
37893256,"driver",,16,78,2,54345,"9123E",181
37893257,"programming",,16,0,0,54345,"9123E",181
37893258,"driver",,17,67,2,54345,"88825C",181
37893259,"programming",,17,0,0,54345,"88825C",181
37893260,"driver",,18,27,1,54345,"91233C",181
37893261,"programming",,18,0,0,54345,"91233C",181
37893262,"driver",,19,0,1,54345,"9123G",181
37893263,"programming",,19,0,0,54345,"9123G",181
37893210,"driver",,1,189,3,54896,"88Z",181
37893211,"programming",,1,155,3,54896,"88Z",181
37893212,"driver",,2,188,3,54896,"9123C",181
37893213,"programming",,2,155,3,54896,"9123C",181
37893214,"driver",,3,158,3,54896,"9123W",181
37893215,"programming",,3,156,3,54896,"9123W",181
37893216,"driver",,4,194,3,54896,"88X",181
37893217,"programming",,4,116,3,54896,"88X",181
37893218,"driver",,5,161,1,54896,"9123X",181
37893219,"programming",,5,137,2,54896,"9123X",181
37893220,"driver",,6,102,2,54896,"88860B",181
37893221,"programming",,6,105,3,54896,"88860B",181
37893222,"driver",,7,103,1,54896,"9123D",181
37893223,"programming",,7,0,0,54896,"9123D",181
37893224,"driver",,8,50,1,54896,"7925S",181
37893225,"programming",,8,45,1,54896,"7925S",181
39897726,"driver",,1,208,3,55247,"56932A",181
39897727,"programming",,1,162,3,55247,"56932A",181
39897728,"driver",,2,90,3,55247,"33770A",181
39897729,"programming",,2,118,2,55247,"33770A",181
39897730,"driver",,3,119,2,55247,"39372A",181
39897731,"programming",,3,89,1,55247,"39372A",181
39897732,"driver",,4,130,2,55247,"67190A",181
39897733,"programming",,4,56,2,55247,"67190A",181
39897734,"driver",,5,157,2,55247,"99267S",181
39897735,"programming",,5,0,0,55247,"99267S",181
39897736,"driver",,6,123,2,55247,"95256A",181
39897737,"programming",,6,0,0,55247,"95256A",181
39897738,"driver",,7,37,3,55247,"69175A",181
39897739,"programming",,7,43,3,55247,"69175A",181
39897740,"driver",,8,37,1,55247,"59368A",181
39897741,"programming",,8,34,1,55247,"59368A",181
42326410,"driver",,1,207,1,55095,"77761E",181
42326411,"programming",,1,195,1,55095,"77761E",181
42326412,"driver",,2,205,1,55095,"80811A",181
42326413,"programming",,2,193,1,55095,"80811A",181
42326414,"driver",,3,199,1,55095,"49059A",181
42326415,"programming",,3,196,1,55095,"49059A",181
42326416,"driver",,4,190,1,55095,"39372A",181
42326417,"programming",,4,177,1,55095,"39372A",181
42326418,"driver",,5,174,1,55095,"33770A",181
42326419,"programming",,5,189,1,55095,"33770A",181
42326420,"driver",,6,180,1,55095,"67190A",181
42326421,"programming",,6,179,1,55095,"67190A",181
42326422,"driver",,7,175,1,55095,"65753A",181
42326423,"programming",,7,164,1,55095,"65753A",181
42326424,"driver",,8,173,1,55095,"67190B",181
42326425,"programming",,8,163,1,55095,"67190B",181
42326426,"driver",,9,157,1,55095,"69175A",181
42326427,"programming",,9,152,1,55095,"69175A",181
42326428,"driver",,10,160,1,55095,"56932A",181
42326429,"programming",,10,149,1,55095,"56932A",181
42326430,"driver",,11,169,1,55095,"96322A",181
42326431,"programming",,11,138,1,55095,"96322A",181
42326432,"driver",,12,158,1,55095,"78573A",181
42326433,"programming",,12,141,1,55095,"78573A",181
42326434,"driver",,13,147,1,55095,"99267Z",181
42326435,"programming",,13,149,1,55095,"99267Z",181
42326436,"driver",,14,139,1,55095,"66573A",181
42326437,"programming",,14,143,1,55095,"66573A",181
42326438,"driver",,15,141,1,55095,"97758A",181
42326439,"programming",,15,138,1,55095,"97758A",181
42326440,"driver",,16,135,1,55095,"99267W",181
42326441,"programming",,16,141,1,55095,"99267W",181
42326442,"driver",,17,135,1,55095,"99185A",181
42326443,"programming",,17,139,1,55095,"99185A",181
42326444,"driver",,18,138,1,55095,"67719A",181
42326445,"programming",,18,132,1,55095,"67719A",181
42326446,"driver",,19,137,1,55095,"66573B",181
42326447,"programming",,19,130,1,55095,"66573B",181
42326448,"driver",,20,163,1,55095,"69395A",181
42326449,"programming",,20,102,1,55095,"69395A",181
42326450,"driver",,21,153,1,55095,"39372B",181
42326451,"programming",,21,110,1,55095,"39372B",181
42326452,"driver",,22,134,1,55095,"95667A",181
42326453,"programming",,22,124,1,55095,"95667A",181
42326454,"driver",,23,137,1,55095,"21862A",181
42326455,"programming",,23,117,1,55095,"21862A",181
42326456,"driver",,24,97,1,55095,"99267S",181
42326457,"programming",,24,148,1,55095,"99267S",181
42326458,"driver",,25,116,1,55095,"92972A",181
42326459,"programming",,25,128,1,55095,"92972A",181
42326460,"driver",,26,118,1,55095,"23896D",181
42326461,"programming",,26,125,1,55095,"23896D",181
42326462,"driver",,27,122,1,55095,"77761A",181
42326463,"programming",,27,121,1,55095,"77761A",181
42326464,"driver",,28,117,1,55095,"33770B",181
42326465,"programming",,28,121,1,55095,"33770B",181
42326466,"driver",,29,135,1,55095,"77761C",181
42326467,"programming",,29,102,1,55095,"77761C",181
42326468,"driver",,30,121,1,55095,"12978A",181
42326469,"programming",,30,111,1,55095,"12978A",181
42326470,"driver",,31,124,1,55095,"77761B",181
42326471,"programming",,31,104,1,55095,"77761B",181
42326472,"driver",,32,125,1,55095,"66573C",181
42326473,"programming",,32,101,1,55095,"66573C",181
42326474,"driver",,33,105,1,55095,"95256A",181
42326475,"programming",,33,87,1,55095,"95256A",181
42326476,"driver",,34,107,1,55095,"71225A",181
42326477,"programming",,34,78,1,55095,"71225A",181
42326478,"driver",,35,87,1,55095,"55819A",181
42326479,"programming",,35,89,1,55095,"55819A",181
42326480,"driver",,36,132,1,55095,"93665A",181
42326481,"programming",,36,15,1,55095,"93665A",181
42326482,"driver",,37,94,1,55095,"77761D",181
42326483,"programming",,37,47,1,55095,"77761D",181
42326484,"driver",,38,103,1,55095,"59368A",181
42326485,"programming",,38,13,1,55095,"59368A",181
39859740,"driver",,1,138,1,55019,"7984A",181
39859741,"programming",,1,119,1,55019,"7984A",181
39859742,"driver",,2,131,1,55019,"906W",181
39859743,"programming",,2,68,1,55019,"906W",181
39859744,"driver",,3,122,3,55019,"906R",181
39859745,"programming",,3,66,1,55019,"906R",181
39859746,"driver",,4,104,1,55019,"61588E",181
39859747,"programming",,4,81,1,55019,"61588E",181
39859748,"driver",,5,96,2,55019,"906B",181
39859749,"programming",,5,54,2,55019,"906B",181
39859750,"driver",,6,72,2,55019,"10592X",181
39859751,"programming",,6,66,1,55019,"10592X",181
39859752,"driver",,7,87,2,55019,"61588G",181
39859753,"programming",,7,0,0,55019,"61588G",181
39859754,"driver",,8,60,2,55019,"80066A",181
39859755,"programming",,8,0,0,55019,"80066A",181
40169734,"driver",,1,176,3,54825,"18099C",181
40169735,"programming",,1,130,2,54825,"18099C",181
40169736,"driver",,2,173,3,54825,"18099A",181
40169737,"programming",,2,120,2,54825,"18099A",181
40169738,"driver",,3,139,3,54825,"1306A",181
40169739,"programming",,3,140,3,54825,"1306A",181
40169740,"driver",,4,133,1,54825,"28S",181
40169741,"programming",,4,0,0,54825,"28S",181
40169742,"driver",,5,81,1,54825,"81531W",181
40169743,"programming",,5,0,0,54825,"81531W",181
40169744,"driver",,6,70,2,54825,"82838V",181
40169745,"programming",,6,0,0,54825,"82838V",181
40169746,"driver",,7,63,2,54825,"77749C",181
40169747,"programming",,7,0,0,54825,"77749C",181
40169748,"driver",,8,57,1,54825,"1306B",181
40169749,"programming",,8,0,0,54825,"1306B",181
40169750,"driver",,9,27,1,54825,"77749A",181
40169751,"programming",,9,0,0,54825,"77749A",181
39864534,"driver",,1,196,3,54918,"13800Z",181
39864535,"programming",,1,186,3,54918,"13800Z",181
39864536,"driver",,2,194,3,54918,"13800C",181
39864537,"programming",,2,171,3,54918,"13800C",181
39864538,"driver",,3,185,3,54918,"9123A",181
39864539,"programming",,3,173,2,54918,"9123A",181
39864540,"driver",,4,181,3,54918,"7756A",181
39864541,"programming",,4,158,3,54918,"7756A",181
39864542,"driver",,5,196,3,54918,"3219A",181
39864543,"programming",,5,134,3,54918,"3219A",181
39864544,"driver",,6,175,3,54918,"7756Y",181
39864545,"programming",,6,151,3,54918,"7756Y",181
39864546,"driver",,7,179,2,54918,"18555B",181
39864547,"programming",,7,141,2,54918,"18555B",181
39864548,"driver",,8,158,2,54918,"86666X",181
39864549,"programming",,8,156,2,54918,"86666X",181
39864550,"driver",,9,176,2,54918,"18522S",181
39864551,"programming",,9,111,1,54918,"18522S",181
39864552,"driver",,10,166,3,54918,"8193B",181
39864553,"programming",,10,120,3,54918,"8193B",181
39864554,"driver",,11,159,3,54918,"8192C",181
39864555,"programming",,11,126,3,54918,"8192C",181
39864556,"driver",,12,177,3,54918,"8193A",181
39864557,"programming",,12,92,2,54918,"8193A",181
39864558,"driver",,13,137,2,54918,"8192B",181
39864559,"programming",,13,127,3,54918,"8192B",181
39864560,"driver",,14,144,2,54918,"8192A",181
39864561,"programming",,14,94,2,54918,"8192A",181
39864562,"driver",,15,160,2,54918,"51188G",181
39864563,"programming",,15,78,2,54918,"51188G",181
39864564,"driver",,16,155,2,54918,"88825A",181
39864565,"programming",,16,62,2,54918,"88825A",181
39864566,"driver",,17,145,1,54918,"18555A",181
39864567,"programming",,17,63,1,54918,"18555A",181
39864568,"driver",,18,145,3,54918,"91233C",181
39864569,"programming",,18,47,1,54918,"91233C",181
39864570,"driver",,19,93,1,54918,"18526Z",181
39864571,"programming",,19,93,1,54918,"18526Z",181
39864572,"driver",,20,119,2,54918,"8193C",181
39864573,"programming",,20,60,1,54918,"8193C",181
39864574,"driver",,21,103,2,54918,"17004A",181
39864575,"programming",,21,70,2,54918,"17004A",181
39864576,"driver",,22,125,2,54918,"4413A",181
39864577,"programming",,22,19,1,54918,"4413A",181
39864578,"driver",,23,142,3,54918,"51188A",181
39864579,"programming",,23,0,0,54918,"51188A",181
39864580,"driver",,24,82,1,54918,"80119C",181
39864581,"programming",,24,53,1,54918,"80119C",181
39864582,"driver",,25,119,1,54918,"51188D",181
39864583,"programming",,25,0,0,54918,"51188D",181
39864584,"driver",,26,65,1,54918,"80119A",181
39864585,"programming",,26,50,1,54918,"80119A",181
39864586,"driver",,27,109,1,54918,"67190A",181
39864587,"programming",,27,0,0,54918,"67190A",181
39864588,"driver",,28,97,1,54918,"56787K",181
39864589,"programming",,28,0,0,54918,"56787K",181
39864590,"driver",,29,96,1,54918,"56666E",181
39864591,"programming",,29,0,0,54918,"56666E",181
39864592,"driver",,30,94,1,54918,"98060A",181
39864593,"programming",,30,0,0,54918,"98060A",181
39864594,"driver",,31,78,2,54918,"56789A",181
39864595,"programming",,31,0,0,54918,"56789A",181
39864596,"driver",,32,74,1,54918,"57000G",181
39864597,"programming",,32,0,0,54918,"57000G",181
39864598,"driver",,33,72,1,54918,"12366A",181
39864599,"programming",,33,0,0,54918,"12366A",181
39864600,"driver",,34,24,1,54918,"18511A",181
39864601,"programming",,34,37,2,54918,"18511A",181
39864602,"driver",,35,58,1,54918,"51800A",181
39864603,"programming",,35,0,0,54918,"51800A",181
39864604,"driver",,36,55,1,54918,"7937C",181
39864605,"programming",,36,0,0,54918,"7937C",181
39864606,"driver",,37,32,1,54918,"80088C",181
39864607,"programming",,37,12,1,54918,"80088C",181
39864608,"driver",,38,34,1,54918,"7756X",181
39864609,"programming",,38,0,0,54918,"7756X",181
39864610,"driver",,39,20,1,54918,"91233Y",181
39864611,"programming",,39,0,0,54918,"91233Y",181
39333802,"driver",,1,206,3,54919,"9123C",181
39333803,"programming",,1,192,3,54919,"9123C",181
39333804,"driver",,2,204,2,54919,"88X",181
39333805,"programming",,2,177,2,54919,"88X",181
39333806,"driver",,3,185,2,54919,"9123W",181
39333807,"programming",,3,174,2,54919,"9123W",181
39333808,"driver",,4,177,1,54919,"28666A",181
39333809,"programming",,4,168,1,54919,"28666A",181
39333810,"driver",,5,179,3,54919,"8825S",181
39333811,"programming",,5,166,3,54919,"8825S",181
39333812,"driver",,6,164,2,54919,"8331A",181
39333813,"programming",,6,139,2,54919,"8331A",181
39333814,"driver",,7,163,2,54919,"9698B",181
39333815,"programming",,7,121,2,54919,"9698B",181
39333816,"driver",,8,151,2,54919,"82825Y",181
39333817,"programming",,8,127,2,54919,"82825Y",181
39333818,"driver",,9,158,1,54919,"28666B",181
39333819,"programming",,9,116,1,54919,"28666B",181
39333820,"driver",,10,145,2,54919,"1825A",181
39333821,"programming",,10,124,1,54919,"1825A",181
39333822,"driver",,11,128,2,54919,"55777B",181
39333823,"programming",,11,117,1,54919,"55777B",181
39333824,"driver",,12,198,1,54919,"88Z",181
39333825,"programming",,12,42,1,54919,"88Z",181
39333826,"driver",,13,138,3,54919,"546A",181
39333827,"programming",,13,98,3,54919,"546A",181
39333828,"driver",,14,147,2,54919,"7925M",181
39333829,"programming",,14,80,2,54919,"7925M",181
39333830,"driver",,15,137,1,54919,"12315A",181
39333831,"programming",,15,87,1,54919,"12315A",181
39333832,"driver",,16,119,2,54919,"7925X",181
39333833,"programming",,16,100,2,54919,"7925X",181
39333834,"driver",,17,130,3,54919,"18190X",181
39333835,"programming",,17,83,2,54919,"18190X",181
39333836,"driver",,18,131,1,54919,"54001Y",181
39333837,"programming",,18,79,1,54919,"54001Y",181
39333838,"driver",,19,123,3,54919,"8331B",181
39333839,"programming",,19,85,2,54919,"8331B",181
39333840,"driver",,20,154,2,54919,"9416U",181
39333841,"programming",,20,54,2,54919,"9416U",181
39333842,"driver",,21,128,1,54919,"28S",181
39333843,"programming",,21,60,1,54919,"28S",181
39333844,"driver",,22,113,1,54919,"9698S",181
39333845,"programming",,22,29,1,54919,"9698S",181
39333846,"driver",,23,122,1,54919,"69999Z",181
39333847,"programming",,23,9,1,54919,"69999Z",181
39333848,"driver",,24,117,2,54919,"57000A",181
39333849,"programming",,24,0,0,54919,"57000A",181
39333850,"driver",,25,74,1,54919,"7890A",181
39333851,"programming",,25,32,1,54919,"7890A",181
39333852,"driver",,26,102,3,54919,"13312A",181
39333853,"programming",,26,0,0,54919,"13312A",181
39333854,"driver",,27,100,1,54919,"50009Z",181
39333855,"programming",,27,0,0,54919,"50009Z",181
39333856,"driver",,28,82,2,54919,"18190D",181
39333857,"programming",,28,12,1,54919,"18190D",181
39333858,"driver",,29,88,1,54919,"57000Y",181
39333859,"programming",,29,0,0,54919,"57000Y",181
39333860,"driver",,30,77,1,54919,"51121E",181
39333861,"programming",,30,4,1,54919,"51121E",181
39333862,"driver",,31,59,1,54919,"546B",181
39333863,"programming",,31,5,1,54919,"546B",181
39333864,"driver",,32,39,1,54919,"71345K",181
39333865,"programming",,32,0,0,54919,"71345K",181
39333866,"driver",,33,0,0,54919,"25353C",181
39333867,"programming",,33,24,1,54919,"25353C",181
40152626,"driver",,1,160,3,55012,"88825A",181
40152627,"programming",,1,199,3,55012,"88825A",181
40152628,"driver",,2,149,2,55012,"18555B",181
40152629,"programming",,2,134,2,55012,"18555B",181
40152630,"driver",,3,136,2,55012,"8193A",181
40152631,"programming",,3,144,2,55012,"8193A",181
40152632,"driver",,4,125,2,55012,"13258A",181
40152633,"programming",,4,137,2,55012,"13258A",181
40152634,"driver",,5,136,1,55012,"8192C",181
40152635,"programming",,5,119,1,55012,"8192C",181
40152636,"driver",,6,124,2,55012,"8193B",181
40152637,"programming",,6,29,2,55012,"8193B",181
40152638,"driver",,7,50,1,55012,"70123A",181
40152639,"programming",,7,59,1,55012,"70123A",181
40152640,"driver",,8,55,1,55012,"70888A",181
40152641,"programming",,8,43,1,55012,"70888A",181
40152642,"driver",,9,94,1,55012,"21862A",181
40152643,"programming",,9,0,0,55012,"21862A",181
40152644,"driver",,10,76,1,55012,"70123B",181
40152645,"programming",,10,14,1,55012,"70123B",181
40152646,"driver",,11,0,0,55012,"8192A",181
40152647,"programming",,11,83,1,55012,"8192A",181
40152648,"driver",,12,70,1,55012,"70123D",181
40152649,"programming",,12,0,0,55012,"70123D",181
40152650,"driver",,13,59,1,55012,"21102C",181
40152651,"programming",,13,8,1,55012,"21102C",181
40152652,"driver",,14,36,1,55012,"4413A",181
40152653,"programming",,14,0,0,55012,"4413A",181
40152654,"driver",,15,20,1,55012,"88825D",181
40152655,"programming",,15,0,1,55012,"88825D",181
40152656,"driver",,16,0,0,55012,"70123C",181
40152657,"programming",,16,2,1,55012,"70123C",181
40152596,"driver",,1,180,1,55013,"8825S",181
40152597,"programming",,1,195,1,55013,"8825S",181
40152598,"driver",,2,190,3,55013,"9698B",181
40152599,"programming",,2,143,3,55013,"9698B",181
40152600,"driver",,3,178,2,55013,"54001Z",181
40152601,"programming",,3,154,1,55013,"54001Z",181
40152602,"driver",,4,168,2,55013,"54001Y",181
40152603,"programming",,4,144,2,55013,"54001Y",181
40152604,"driver",,5,152,1,55013,"81988E",181
40152605,"programming",,5,151,1,55013,"81988E",181
40152606,"driver",,6,132,1,55013,"7925B",181
40152607,"programming",,6,110,1,55013,"7925B",181
40152608,"driver",,7,157,1,55013,"1306A",181
40152609,"programming",,7,67,1,55013,"1306A",181
40152610,"driver",,8,89,2,55013,"666X",181
40152611,"programming",,8,129,2,55013,"666X",181
40152612,"driver",,9,62,2,55013,"18190A",181
40152613,"programming",,9,111,2,55013,"18190A",181
40152614,"driver",,10,85,2,55013,"71122B",181
40152615,"programming",,10,75,2,55013,"71122B",181
40152616,"driver",,11,125,1,55013,"7258Y",181
40152617,"programming",,11,25,1,55013,"7258Y",181
40152618,"driver",,12,62,1,55013,"54186K",181
40152619,"programming",,12,14,1,55013,"54186K",181
40152620,"driver",,13,42,1,55013,"97917B",181
40152621,"programming",,13,28,1,55013,"97917B",181
40152622,"driver",,14,53,1,55013,"12888A",181
40152623,"programming",,14,0,0,55013,"12888A",181
40152624,"driver",,15,0,1,55013,"12888B",181
40152625,"programming",,15,0,0,55013,"12888B",181
39897344,"driver",,1,208,3,51538,"88X",181
39897345,"programming",,1,162,3,51538,"88X",181
39897346,"driver",,2,205,2,51538,"1306A",181
39897347,"programming",,2,146,3,51538,"1306A",181
39897348,"driver",,3,188,3,51538,"9698B",181
39897349,"programming",,3,159,3,51538,"9698B",181
39897350,"driver",,4,173,3,51538,"8223A",181
39897351,"programming",,4,164,3,51538,"8223A",181
39897352,"driver",,5,213,3,51538,"9123W",181
39897353,"programming",,5,117,3,51538,"9123W",181
39897354,"driver",,6,192,3,51538,"9123C",181
39897355,"programming",,6,135,2,51538,"9123C",181
39897356,"driver",,7,165,3,51538,"81531W",181
39897357,"programming",,7,130,1,51538,"81531W",181
39897358,"driver",,8,148,3,51538,"57000A",181
39897359,"programming",,8,128,3,51538,"57000A",181
39897360,"driver",,9,159,2,51538,"7258Y",181
39897361,"programming",,9,110,2,51538,"7258Y",181
