"id","type","division","rank","score","attempts","eventId","teamName","seasonId"
36965146,"driver",,28,60,3,52048,"66186D",180
36965147,"programming",,28,0,0,52048,"66186D",180
36965148,"driver",,29,55,3,52048,"18533C",180
36965149,"programming",,29,0,0,52048,"18533C",180
36965150,"driver",,30,54,1,52048,"3322H",180
36965151,"programming",,30,0,0,52048,"3322H",180
36965152,"driver",,31,52,3,52048,"66186B",180
36965153,"programming",,31,0,0,52048,"66186B",180
36965154,"driver",,32,49,2,52048,"2148S",180
36965155,"programming",,32,0,0,52048,"2148S",180
36965156,"driver",,33,48,1,52048,"7627D",180
36965157,"programming",,33,0,0,52048,"7627D",180
36965158,"driver",,34,47,3,52048,"18533D",180
36965159,"programming",,34,0,0,52048,"18533D",180
36965160,"driver",,35,46,2,52048,"3399T",180
36965161,"programming",,35,0,0,52048,"3399T",180
36965162,"driver",,36,46,2,52048,"7627E",180
36965163,"programming",,36,0,0,52048,"7627E",180
36965164,"driver",,37,46,3,52048,"88188A",180
36965165,"programming",,37,0,0,52048,"88188A",180
36965166,"driver",,38,44,3,52048,"2148X",180
36965167,"programming",,38,0,0,52048,"2148X",180
36965168,"driver",,39,39,1,52048,"7566B",180
36965169,"programming",,39,0,0,52048,"7566B",180
36965170,"driver",,40,38,2,52048,"66196A",180
36965171,"programming",,40,0,0,52048,"66196A",180
36965172,"driver",,41,38,1,52048,"7566A",180
36965173,"programming",,41,0,0,52048,"7566A",180
36965174,"driver",,42,28,2,52048,"8009S",180
36965175,"programming",,42,0,0,52048,"8009S",180
36965176,"driver",,43,20,1,52048,"89666W",180
36965177,"programming",,43,0,1,52048,"89666W",180
36965178,"driver",,44,20,1,52048,"2148W",180
36965179,"programming",,44,0,0,52048,"2148W",180
36965180,"driver",,45,13,1,52048,"3399C",180
36965181,"programming",,45,0,0,52048,"3399C",180
36965182,"driver",,46,12,1,52048,"8009H",180
36965183,"programming",,46,0,0,52048,"8009H",180
36965184,"driver",,47,6,1,52048,"7428A",180
36965185,"programming",,47,0,0,52048,"7428A",180
36965186,"driver",,1,84,3,52049,"8666B",180
36965187,"programming",,1,85,3,52049,"8666B",180
36965188,"driver",,2,87,3,52049,"10458A",180
36965189,"programming",,2,76,3,52049,"10458A",180
36965190,"driver",,3,83,3,52049,"10458B",180
36965191,"programming",,3,76,3,52049,"10458B",180
36965192,"driver",,4,84,3,52049,"8666A",180
36965193,"programming",,4,74,3,52049,"8666A",180
36965194,"driver",,5,81,3,52049,"10458C",180
36965195,"programming",,5,76,3,52049,"10458C",180
36965196,"driver",,6,88,3,52049,"8848A",180
36965197,"programming",,6,69,3,52049,"8848A",180
36965198,"driver",,7,85,3,52049,"8588B",180
36965199,"programming",,7,63,3,52049,"8588B",180
36965200,"driver",,8,80,3,52049,"8588A",180
36965201,"programming",,8,64,3,52049,"8588A",180
36965202,"driver",,9,68,3,52049,"8848C",180
36965203,"programming",,9,73,3,52049,"8848C",180
36965204,"driver",,10,82,3,52049,"10458X",180
36965205,"programming",,10,50,2,52049,"10458X",180
36965206,"driver",,11,87,3,52049,"8848B",180
36965207,"programming",,11,34,3,52049,"8848B",180
36965208,"driver",,12,80,2,52049,"10458Z",180
36965209,"programming",,12,40,2,52049,"10458Z",180
36965210,"driver",,13,78,3,52049,"671A",180
36965211,"programming",,13,41,3,52049,"671A",180
36965212,"driver",,14,72,2,52049,"8848R",180
36965213,"programming",,14,42,2,52049,"8848R",180
36965214,"driver",,15,76,2,52049,"68888A",180
36965215,"programming",,15,36,2,52049,"68888A",180
36965216,"driver",,16,80,2,52049,"7627Z",180
36965217,"programming",,16,29,2,52049,"7627Z",180
36965218,"driver",,17,82,3,52049,"60666A",180
36965219,"programming",,17,24,3,52049,"60666A",180
36965220,"driver",,18,82,2,52049,"3322D",180
36965221,"programming",,18,0,0,52049,"3322D",180
36965222,"driver",,19,69,1,52049,"10458D",180
36965223,"programming",,19,7,1,52049,"10458D",180
36965224,"driver",,20,75,2,52049,"3322F",180
36965225,"programming",,20,0,0,52049,"3322F",180
36965226,"driver",,21,75,1,52049,"6664C",180
36965227,"programming",,21,0,0,52049,"6664C",180
36965228,"driver",,22,73,2,52049,"9912F",180
36965229,"programming",,22,0,0,52049,"9912F",180
36965230,"driver",,23,72,3,52049,"2148A",180
36965231,"programming",,23,0,0,52049,"2148A",180
36965232,"driver",,24,46,2,52049,"88188B",180
36965233,"programming",,24,23,1,52049,"88188B",180
36965234,"driver",,25,69,1,52049,"6868B",180
36965235,"programming",,25,0,0,52049,"6868B",180
36965236,"driver",,26,65,1,52049,"9596D",180
36965237,"programming",,26,0,0,52049,"9596D",180
36965238,"driver",,27,57,1,52049,"6664A",180
36965239,"programming",,27,0,0,52049,"6664A",180
36965240,"driver",,28,48,1,52049,"7627X",180
36965241,"programming",,28,7,1,52049,"7627X",180
36965242,"driver",,29,53,1,52049,"6868H",180
36965243,"programming",,29,0,0,52049,"6868H",180
36965244,"driver",,30,47,3,52049,"8009T",180
36965245,"programming",,30,0,0,52049,"8009T",180
36965246,"driver",,31,44,1,52049,"6868X",180
36965247,"programming",,31,0,0,52049,"6868X",180
36965248,"driver",,32,37,1,52049,"6868V",180
36965249,"programming",,32,0,0,52049,"6868V",180
36965250,"driver",,33,34,1,52049,"6664B",180
36965251,"programming",,33,0,0,52049,"6664B",180
36965252,"driver",,34,28,1,52049,"7566C",180
36965253,"programming",,34,0,0,52049,"7566C",180
36965254,"driver",,35,22,1,52049,"27070A",180
36965255,"programming",,35,0,0,52049,"27070A",180
36963182,"driver",,1,76,3,52231,"3399X",180
36963183,"programming",,1,64,3,52231,"3399X",180
36963184,"driver",,2,66,3,52231,"25155A",180
36963185,"programming",,2,37,3,52231,"25155A",180
36963186,"driver",,3,71,3,52231,"25155B",180
36963187,"programming",,3,30,3,52231,"25155B",180
36963188,"driver",,4,46,3,52231,"3399H",180
36963189,"programming",,4,53,3,52231,"3399H",180
36963190,"driver",,5,80,3,52231,"691B",180
36963191,"programming",,5,7,1,52231,"691B",180
36963192,"driver",,6,83,3,52231,"7386A",180
36963193,"programming",,6,0,0,52231,"7386A",180
36963194,"driver",,7,62,3,52231,"86516K",180
36963195,"programming",,7,20,2,52231,"86516K",180
36963196,"driver",,8,81,2,52231,"69999B",180
36963197,"programming",,8,0,0,52231,"69999B",180
36963198,"driver",,9,76,1,52231,"7386C",180
36963199,"programming",,9,0,0,52231,"7386C",180
36963200,"driver",,10,74,3,52231,"692E",180
36963201,"programming",,10,0,0,52231,"692E",180
36963202,"driver",,11,74,3,52231,"691A",180
36963203,"programming",,11,0,0,52231,"691A",180
36963204,"driver",,12,44,3,52231,"3399R",180
36963205,"programming",,12,28,2,52231,"3399R",180
36963206,"driver",,13,71,3,52231,"31100B",180
36963207,"programming",,13,0,0,52231,"31100B",180
36963208,"driver",,14,71,1,52231,"7428M",180
36963209,"programming",,14,0,0,52231,"7428M",180
36963210,"driver",,15,67,3,52231,"6788C",180
36963211,"programming",,15,0,0,52231,"6788C",180
36963212,"driver",,16,65,3,52231,"69999A",180
36963213,"programming",,16,0,0,52231,"69999A",180
36963214,"driver",,17,40,3,52231,"96669B",180
36963215,"programming",,17,23,3,52231,"96669B",180
36963216,"driver",,18,63,3,52231,"31100D",180
36963217,"programming",,18,0,0,52231,"31100D",180
36963218,"driver",,19,63,3,52231,"6788B",180
36963219,"programming",,19,0,0,52231,"6788B",180
36963220,"driver",,20,61,3,52231,"83306A",180
36963221,"programming",,20,0,0,52231,"83306A",180
36963222,"driver",,21,41,3,52231,"96669A",180
36963223,"programming",,21,15,2,52231,"96669A",180
36963224,"driver",,22,55,2,52231,"503E",180
36963225,"programming",,22,0,0,52231,"503E",180
36963226,"driver",,23,53,1,52231,"502D",180
36963227,"programming",,23,0,0,52231,"502D",180
36963228,"driver",,24,52,3,52231,"6060C",180
36963229,"programming",,24,0,0,52231,"6060C",180
36963230,"driver",,25,47,3,52231,"86516A",180
36963231,"programming",,25,0,0,52231,"86516A",180
36963232,"driver",,26,47,3,52231,"9088C",180
36963233,"programming",,26,0,0,52231,"9088C",180
36963234,"driver",,27,42,2,52231,"7428X",180
36963235,"programming",,27,0,0,52231,"7428X",180
36963236,"driver",,28,41,3,52231,"83306B",180
36963237,"programming",,28,0,0,52231,"83306B",180
36963238,"driver",,29,41,3,52231,"31100A",180
36963239,"programming",,29,0,0,52231,"31100A",180
36963240,"driver",,30,41,3,52231,"3399V",180
36963241,"programming",,30,0,0,52231,"3399V",180
36963242,"driver",,31,38,3,52231,"31100C",180
36963243,"programming",,31,0,0,52231,"31100C",180
36963244,"driver",,32,29,3,52231,"9088A",180
36963245,"programming",,32,0,0,52231,"9088A",180
36963246,"driver",,33,29,1,52231,"86516E",180
36963247,"programming",,33,0,0,52231,"86516E",180
36963248,"driver",,34,28,1,52231,"82295A",180
36963249,"programming",,34,0,0,52231,"82295A",180
36963250,"driver",,35,25,3,52231,"3399K",180
36963251,"programming",,35,0,0,52231,"3399K",180
36963252,"driver",,36,24,1,52231,"9088B",180
36963253,"programming",,36,0,0,52231,"9088B",180
36963254,"driver",,37,22,1,52231,"82295B",180
36963255,"programming",,37,0,0,52231,"82295B",180
36963256,"driver",,38,18,1,52231,"502E",180
36963257,"programming",,38,0,0,52231,"502E",180
36963258,"driver",,39,17,1,52231,"82295D",180
36963259,"programming",,39,0,0,52231,"82295D",180
36963288,"driver",,1,85,3,52232,"5009A",180
36963289,"programming",,1,70,3,52232,"5009A",180
36963290,"driver",,2,83,3,52232,"6225M",180
36963291,"programming",,2,70,3,52232,"6225M",180
36963292,"driver",,3,82,3,52232,"693E",180
36963293,"programming",,3,27,2,52232,"693E",180
36963294,"driver",,4,82,3,52232,"7386B",180
36963295,"programming",,4,0,0,52232,"7386B",180
36963296,"driver",,5,75,3,52232,"5009B",180
36963297,"programming",,5,6,1,52232,"5009B",180
36963298,"driver",,6,80,3,52232,"6060B",180
36963299,"programming",,6,0,0,52232,"6060B",180
36963300,"driver",,7,79,3,52232,"366T",180
36963301,"programming",,7,0,0,52232,"366T",180
36963302,"driver",,8,79,3,52232,"6060A",180
36963303,"programming",,8,0,0,52232,"6060A",180
36963304,"driver",,9,78,3,52232,"7386D",180
36963305,"programming",,9,0,0,52232,"7386D",180
36963306,"driver",,10,74,3,52232,"5009C",180
36963307,"programming",,10,0,0,52232,"5009C",180
36963308,"driver",,11,73,2,52232,"7627Y",180
36963309,"programming",,11,0,0,52232,"7627Y",180
36963310,"driver",,12,52,3,52232,"86516Z",180
36963311,"programming",,12,15,1,52232,"86516Z",180
36963312,"driver",,13,47,3,52232,"6225C",180
36963313,"programming",,13,0,0,52232,"6225C",180
36963314,"driver",,14,44,3,52232,"2188A",180
36963315,"programming",,14,0,0,52232,"2188A",180
36963982,"driver",,1,91,1,52266,"83300A",180
36963983,"programming",,1,73,1,52266,"83300A",180
36963984,"driver",,2,91,1,52266,"61025A",180
36963985,"programming",,2,62,1,52266,"61025A",180
36963986,"driver",,3,73,1,52266,"88299E",180
36963987,"programming",,3,66,1,52266,"88299E",180
36963988,"driver",,4,89,1,52266,"96666A",180
36963989,"programming",,4,43,1,52266,"96666A",180
36963990,"driver",,5,82,1,52266,"671C",180
36963991,"programming",,5,44,1,52266,"671C",180
36963992,"driver",,6,105,1,52266,"95111C",180
36963993,"programming",,6,20,1,52266,"95111C",180
36963994,"driver",,7,71,1,52266,"15159C",180
36963995,"programming",,7,48,1,52266,"15159C",180
36963996,"driver",,8,97,2,52266,"95111B",180
36963997,"programming",,8,20,1,52266,"95111B",180
36963998,"driver",,9,74,1,52266,"11012A",180
36963999,"programming",,9,36,1,52266,"11012A",180
36964000,"driver",,10,80,1,52266,"671H",180
36964001,"programming",,10,29,1,52266,"671H",180
36964002,"driver",,11,83,1,52266,"8168A",180
36964003,"programming",,11,19,1,52266,"8168A",180
36964004,"driver",,12,61,1,52266,"15159E",180
36964005,"programming",,12,20,1,52266,"15159E",180
36964006,"driver",,13,80,1,52266,"15159H",180
36964007,"programming",,13,0,0,52266,"15159H",180
36964008,"driver",,14,80,1,52266,"12861C",180
36964009,"programming",,14,0,0,52266,"12861C",180
36964010,"driver",,15,79,1,52266,"98888B",180
36964011,"programming",,15,0,0,52266,"98888B",180
36964012,"driver",,16,57,1,52266,"88299A",180
36964013,"programming",,16,20,1,52266,"88299A",180
36964014,"driver",,17,77,1,52266,"13090D",180
36964015,"programming",,17,0,0,52266,"13090D",180
36964016,"driver",,18,77,1,52266,"12861A",180
36964017,"programming",,18,0,0,52266,"12861A",180
36964018,"driver",,19,76,1,52266,"66063B",180
36964019,"programming",,19,0,0,52266,"66063B",180
36964020,"driver",,20,58,1,52266,"66026B",180
36964021,"programming",,20,15,1,52266,"66026B",180
36964022,"driver",,21,72,1,52266,"60068B",180
36964023,"programming",,21,0,0,52266,"60068B",180
36964024,"driver",,22,70,1,52266,"60068A",180
36964025,"programming",,22,0,0,52266,"60068A",180
36964026,"driver",,23,54,1,52266,"66026D",180
36964027,"programming",,23,15,1,52266,"66026D",180
36964028,"driver",,24,42,1,52266,"49186E",180
36964029,"programming",,24,25,1,52266,"49186E",180
36964030,"driver",,25,52,1,52266,"88299V",180
36964031,"programming",,25,15,1,52266,"88299V",180
36964032,"driver",,26,63,1,52266,"15159V",180
36964033,"programming",,26,0,0,52266,"15159V",180
36964034,"driver",,27,49,1,52266,"671K",180
36964035,"programming",,27,10,1,52266,"671K",180
36964036,"driver",,28,59,1,52266,"75161D",180
36964037,"programming",,28,0,0,52266,"75161D",180
36964038,"driver",,29,58,1,52266,"50596A",180
36964039,"programming",,29,0,0,52266,"50596A",180
36964040,"driver",,30,49,1,52266,"13090B",180
36964041,"programming",,30,5,1,52266,"13090B",180
36964042,"driver",,31,54,1,52266,"98888V",180
36964043,"programming",,31,0,0,52266,"98888V",180
36964044,"driver",,32,48,1,52266,"13090C",180
36964045,"programming",,32,5,1,52266,"13090C",180
36964046,"driver",,33,53,1,52266,"15159G",180
36964047,"programming",,33,0,0,52266,"15159G",180
36964048,"driver",,34,52,1,52266,"83089B",180
36964049,"programming",,34,0,0,52266,"83089B",180
36964050,"driver",,35,48,1,52266,"15159F",180
36964051,"programming",,35,0,0,52266,"15159F",180
36964052,"driver",,36,47,1,52266,"98888M",180
36964053,"programming",,36,0,0,52266,"98888M",180
36964054,"driver",,36,47,1,52266,"88299C",180
36964055,"programming",,36,0,0,52266,"88299C",180
36964056,"driver",,38,43,1,52266,"66063C",180
36964057,"programming",,38,0,0,52266,"66063C",180
36964058,"driver",,39,39,1,52266,"28180C",180
36964059,"programming",,39,0,0,52266,"28180C",180
36964060,"driver",,40,34,1,52266,"66063D",180
36964061,"programming",,40,0,0,52266,"66063D",180
36964062,"driver",,41,26,1,52266,"98888E",180
36964063,"programming",,41,0,0,52266,"98888E",180
36964064,"driver",,41,26,1,52266,"50596B",180
36964065,"programming",,41,0,0,52266,"50596B",180
36964066,"driver",,43,10,1,52266,"16168A",180
36964067,"programming",,43,0,0,52266,"16168A",180
36964106,"driver",,1,88,1,52267,"96688A",180
36964107,"programming",,1,74,1,52267,"96688A",180
36964108,"driver",,2,87,1,52267,"671A",180
36964109,"programming",,2,74,1,52267,"671A",180
36964110,"driver",,3,75,1,52267,"88613W",180
36964111,"programming",,3,70,1,52267,"88613W",180
36964112,"driver",,4,86,1,52267,"1298A",180
36964113,"programming",,4,31,1,52267,"1298A",180
36964114,"driver",,5,79,1,52267,"88613E",180
36964115,"programming",,5,20,1,52267,"88613E",180
36964116,"driver",,6,71,1,52267,"66026A",180
36964117,"programming",,6,15,1,52267,"66026A",180
36964118,"driver",,7,77,1,52267,"13090E",180
36964119,"programming",,7,0,1,52267,"13090E",180
36964120,"driver",,8,70,1,52267,"16168B",180
36964121,"programming",,8,0,1,52267,"16168B",180
36964122,"driver",,9,67,1,52267,"98888H",180
36964123,"programming",,9,0,1,52267,"98888H",180
36964124,"driver",,10,50,1,52267,"50596C",180
36964125,"programming",,10,0,1,52267,"50596C",180
36964126,"driver",,11,34,1,52267,"13090A",180
36964127,"programming",,11,10,1,52267,"13090A",180
36964128,"driver",,12,43,1,52267,"66063A",180
36964129,"programming",,12,0,1,52267,"66063A",180
36964130,"driver",,13,30,1,52267,"75161B",180
36964131,"programming",,13,0,1,52267,"75161B",180
40148096,"driver",,1,79,1,53119,"3863A",180
40148097,"programming",,1,74,2,53119,"3863A",180
40148098,"driver",,2,77,3,53119,"81698N",180
40148099,"programming",,2,62,1,53119,"81698N",180
40148100,"driver",,3,77,3,53119,"7755C",180
40148101,"programming",,3,0,0,53119,"7755C",180
40148102,"driver",,4,75,2,53119,"7755B",180
40148103,"programming",,4,0,0,53119,"7755B",180
40148104,"driver",,5,75,2,53119,"7755D",180
40148105,"programming",,5,0,0,53119,"7755D",180
40148106,"driver",,6,74,3,53119,"7755E",180
40148107,"programming",,6,0,0,53119,"7755E",180
40148108,"driver",,7,68,2,53119,"88414Z",180
40148109,"programming",,7,0,0,53119,"88414Z",180
40148110,"driver",,8,65,1,53119,"88110A",180
40148111,"programming",,8,0,0,53119,"88110A",180
40148112,"driver",,9,58,3,53119,"88110K",180
40148113,"programming",,9,0,0,53119,"88110K",180
40148114,"driver",,10,54,2,53119,"88414W",180
40148115,"programming",,10,0,0,53119,"88414W",180
40148116,"driver",,11,53,1,53119,"88985Y",180
40148117,"programming",,11,0,0,53119,"88985Y",180
40148118,"driver",,12,48,1,53119,"88808H",180
40148119,"programming",,12,0,0,53119,"88808H",180
40148120,"driver",,13,29,1,53119,"88110Y",180
40148121,"programming",,13,0,0,53119,"88110Y",180
40148174,"driver",,1,87,1,53123,"72366N",180
40148175,"programming",,1,82,1,53123,"72366N",180
40148176,"driver",,2,82,2,53123,"32680C",180
40148177,"programming",,2,84,1,53123,"32680C",180
40148178,"driver",,3,88,2,53123,"22423C",180
40148179,"programming",,3,77,1,53123,"22423C",180
40148180,"driver",,4,100,2,53123,"996A",180
40148181,"programming",,4,49,2,53123,"996A",180
40148182,"driver",,5,77,3,53123,"32680E",180
40148183,"programming",,5,19,1,53123,"32680E",180
40148184,"driver",,6,30,2,53123,"58988D",180
40148185,"programming",,6,59,3,53123,"58988D",180
40148186,"driver",,7,85,1,53123,"72355A",180
40148187,"programming",,7,0,0,53123,"72355A",180
40148188,"driver",,8,41,2,53123,"58988N",180
40148189,"programming",,8,32,1,53123,"58988N",180
40148190,"driver",,9,46,2,53123,"58988E",180
40148191,"programming",,9,15,1,53123,"58988E",180
40148192,"driver",,10,55,1,53123,"58988M",180
40148193,"programming",,10,0,0,53123,"58988M",180
40148194,"driver",,11,46,1,53123,"58988R",180
40148195,"programming",,11,0,0,53123,"58988R",180
40148196,"driver",,12,42,2,53123,"72355C",180
40148197,"programming",,12,0,0,53123,"72355C",180
40148198,"driver",,13,42,1,53123,"72388D",180
40148199,"programming",,13,0,0,53123,"72388D",180
36995306,"driver",,1,111,2,53448,"32680C",180
36995307,"programming",,1,87,2,53448,"32680C",180
36995308,"driver",,2,85,3,53448,"72377G",180
36995309,"programming",,2,75,1,53448,"72377G",180
36995310,"driver",,3,91,1,53448,"32680E",180
36995311,"programming",,3,64,1,53448,"32680E",180
36995312,"driver",,4,73,3,53448,"50326B",180
36995313,"programming",,4,0,0,53448,"50326B",180
36995314,"driver",,5,69,2,53448,"50326A",180
36995315,"programming",,5,0,0,53448,"50326A",180
36995316,"driver",,6,60,1,53448,"72300G",180
36995317,"programming",,6,0,0,53448,"72300G",180
36995318,"driver",,7,51,3,53448,"50326C",180
36995319,"programming",,7,0,0,53448,"50326C",180
36995320,"driver",,8,5,1,53448,"80719B",180
36995321,"programming",,8,22,1,53448,"80719B",180
36995322,"driver",,1,100,2,53449,"82355G",180
36995323,"programming",,1,92,2,53449,"82355G",180
36995324,"driver",,2,105,3,53449,"32680A",180
36995325,"programming",,2,81,3,53449,"32680A",180
36995326,"driver",,3,108,2,53449,"82377G",180
36995327,"programming",,3,0,0,53449,"82377G",180
36995328,"driver",,4,80,3,53449,"82377A",180
36995329,"programming",,4,0,0,53449,"82377A",180
42405548,"driver",,1,77,3,53647,"88098F",180
42405549,"programming",,1,70,3,53647,"88098F",180
42405550,"driver",,2,79,3,53647,"88098A",180
42405551,"programming",,2,68,3,53647,"88098A",180
42405552,"driver",,3,83,3,53647,"88778F",180
42405553,"programming",,3,62,3,53647,"88778F",180
42405554,"driver",,4,73,1,53647,"88008X",180
42405555,"programming",,4,70,1,53647,"88008X",180
42405556,"driver",,5,78,3,53647,"88098B",180
42405557,"programming",,5,64,2,53647,"88098B",180
42405558,"driver",,6,86,3,53647,"98988K",180
42405559,"programming",,6,53,3,53647,"98988K",180
42405560,"driver",,7,77,3,53647,"88778A",180
42405561,"programming",,7,51,3,53647,"88778A",180
42405562,"driver",,8,79,3,53647,"88777C",180
42405563,"programming",,8,46,3,53647,"88777C",180
42405564,"driver",,9,75,3,53647,"98996B",180
42405565,"programming",,9,45,3,53647,"98996B",180
42405566,"driver",,10,88,1,53647,"88989S",180
42405567,"programming",,10,29,2,53647,"88989S",180
42405568,"driver",,11,78,3,53647,"88098E",180
42405569,"programming",,11,37,3,53647,"88098E",180
42405570,"driver",,12,72,3,53647,"88778C",180
42405571,"programming",,12,29,1,53647,"88778C",180
42405572,"driver",,13,74,3,53647,"88098C",180
42405573,"programming",,13,24,1,53647,"88098C",180
42405574,"driver",,14,85,2,53647,"88777A",180
42405575,"programming",,14,12,3,53647,"88777A",180
42405576,"driver",,15,52,3,53647,"88778X",180
42405577,"programming",,15,44,2,53647,"88778X",180
42405578,"driver",,16,56,3,53647,"88989B",180
42405579,"programming",,16,34,3,53647,"88989B",180
42405580,"driver",,17,73,2,53647,"88989C",180
42405581,"programming",,17,15,2,53647,"88989C",180
42405582,"driver",,18,85,3,53647,"16400A",180
42405583,"programming",,18,0,0,53647,"16400A",180
42405584,"driver",,19,54,3,53647,"88777B",180
42405585,"programming",,19,29,3,53647,"88777B",180
42405586,"driver",,20,83,3,53647,"88808K",180
42405587,"programming",,20,0,0,53647,"88808K",180
42405588,"driver",,21,82,2,53647,"98990A",180
42405589,"programming",,21,0,0,53647,"98990A",180
42405590,"driver",,22,79,3,53647,"88211D",180
42405591,"programming",,22,0,0,53647,"88211D",180
42405592,"driver",,23,79,2,53647,"68568B",180
42405593,"programming",,23,0,0,53647,"68568B",180
42405594,"driver",,24,77,2,53647,"88820C",180
42405595,"programming",,24,0,0,53647,"88820C",180
42405596,"driver",,25,75,2,53647,"88820D",180
42405597,"programming",,25,0,0,53647,"88820D",180
42405598,"driver",,26,74,3,53647,"88777F",180
42405599,"programming",,26,0,1,53647,"88777F",180
42405600,"driver",,27,74,3,53647,"69809B",180
42405601,"programming",,27,0,0,53647,"69809B",180
42405602,"driver",,28,73,3,53647,"69809A",180
42405603,"programming",,28,0,0,53647,"69809A",180
42405604,"driver",,29,71,3,53647,"88921C",180
42405605,"programming",,29,0,0,53647,"88921C",180
42405606,"driver",,30,71,1,53647,"88921D",180
42405607,"programming",,30,0,0,53647,"88921D",180
42405608,"driver",,31,70,3,53647,"88778B",180
42405609,"programming",,31,0,0,53647,"88778B",180
42405610,"driver",,32,69,1,53647,"68777A",180
42405611,"programming",,32,0,0,53647,"68777A",180
42405612,"driver",,33,67,2,53647,"68777B",180
42405613,"programming",,33,0,0,53647,"68777B",180
42405614,"driver",,34,66,1,53647,"98990E",180
42405615,"programming",,34,0,0,53647,"98990E",180
42405616,"driver",,35,65,1,53647,"88989A",180
42405617,"programming",,35,0,0,53647,"88989A",180
42405618,"driver",,36,64,3,53647,"88808C",180
42405619,"programming",,36,0,0,53647,"88808C",180
42405620,"driver",,37,64,3,53647,"88211C",180
42405621,"programming",,37,0,0,53647,"88211C",180
42405622,"driver",,38,62,3,53647,"88808W",180
42405623,"programming",,38,0,0,53647,"88808W",180
42405624,"driver",,39,61,3,53647,"9609A",180
42405625,"programming",,39,0,0,53647,"9609A",180
42405626,"driver",,40,56,2,53647,"88985E",180
42405627,"programming",,40,0,0,53647,"88985E",180
42405628,"driver",,41,54,2,53647,"88989G",180
42405629,"programming",,41,0,0,53647,"88989G",180
42405630,"driver",,41,54,2,53647,"88414A",180
42405631,"programming",,41,0,0,53647,"88414A",180
42405632,"driver",,43,53,3,53647,"98886C",180
42405633,"programming",,43,0,0,53647,"98886C",180
42405634,"driver",,44,53,2,53647,"65272C",180
42405635,"programming",,44,0,0,53647,"65272C",180
42405636,"driver",,45,53,1,53647,"88985A",180
42405637,"programming",,45,0,0,53647,"88985A",180
42405638,"driver",,46,52,3,53647,"98990B",180
42405639,"programming",,46,0,0,53647,"98990B",180
42405640,"driver",,47,50,3,53647,"16400B",180
42405641,"programming",,47,0,0,53647,"16400B",180
42405642,"driver",,48,50,3,53647,"98831B",180
42405643,"programming",,48,0,0,53647,"98831B",180
42405644,"driver",,49,50,1,53647,"68568C",180
42405645,"programming",,49,0,0,53647,"68568C",180
42405646,"driver",,50,49,3,53647,"65272A",180
42405647,"programming",,50,0,0,53647,"65272A",180
42405648,"driver",,51,49,1,53647,"88414D",180
42405649,"programming",,51,0,0,53647,"88414D",180
42405650,"driver",,52,48,3,53647,"98831C",180
42405651,"programming",,52,0,0,53647,"98831C",180
42405652,"driver",,53,48,2,53647,"88883X",180
42405653,"programming",,53,0,0,53647,"88883X",180
42405654,"driver",,54,47,1,53647,"65272B",180
42405655,"programming",,54,0,0,53647,"65272B",180
42405656,"driver",,54,47,1,53647,"68568D",180
42405657,"programming",,54,0,0,53647,"68568D",180
42405658,"driver",,56,46,1,53647,"98990C",180
42405659,"programming",,56,0,0,53647,"98990C",180
42405660,"driver",,57,44,1,53647,"67723A",180
42405661,"programming",,57,0,0,53647,"67723A",180
42405662,"driver",,57,44,1,53647,"88777X",180
42405663,"programming",,57,0,0,53647,"88777X",180
42405664,"driver",,59,43,3,53647,"88883Y",180
42405665,"programming",,59,0,0,53647,"88883Y",180
42405666,"driver",,60,42,1,53647,"16400C",180
42405667,"programming",,60,0,0,53647,"16400C",180
42405668,"driver",,61,41,3,53647,"68660S",180
42405669,"programming",,61,0,0,53647,"68660S",180
42405670,"driver",,62,40,1,53647,"88820B",180
42405671,"programming",,62,0,0,53647,"88820B",180
42405672,"driver",,63,34,1,53647,"65272D",180
42405673,"programming",,63,0,0,53647,"65272D",180
42405674,"driver",,64,29,1,53647,"Missing",180
42405675,"programming",,64,0,0,53647,"Missing",180
42405676,"driver",,65,11,1,53647,"Missing",180
42405677,"programming",,65,0,0,53647,"Missing",180
42405858,"driver",,1,79,3,53648,"98996A",180
42405859,"programming",,1,85,3,53648,"98996A",180
42405860,"driver",,2,85,3,53648,"43925F",180
42405861,"programming",,2,20,1,53648,"43925F",180
42405862,"driver",,3,70,3,53648,"98886A",180
42405863,"programming",,3,20,1,53648,"98886A",180
42405864,"driver",,4,83,3,53648,"88808H",180
42405865,"programming",,4,0,0,53648,"88808H",180
42405866,"driver",,5,83,3,53648,"98886B",180
42405867,"programming",,5,0,0,53648,"98886B",180
42405868,"driver",,6,78,3,53648,"88985Y",180
42405869,"programming",,6,0,0,53648,"88985Y",180
42405870,"driver",,7,77,3,53648,"88110K",180
42405871,"programming",,7,0,0,53648,"88110K",180
42405872,"driver",,8,76,3,53648,"88414W",180
42405873,"programming",,8,0,0,53648,"88414W",180
42405874,"driver",,9,75,2,53648,"68568A",180
42405875,"programming",,9,0,0,53648,"68568A",180
42405876,"driver",,10,72,3,53648,"Missing",180
42405877,"programming",,10,0,0,53648,"Missing",180
42405878,"driver",,11,70,3,53648,"98988A",180
42405879,"programming",,11,0,0,53648,"98988A",180
42405880,"driver",,12,63,3,53648,"98831A",180
42405881,"programming",,12,0,0,53648,"98831A",180
42405882,"driver",,13,61,2,53648,"98886D",180
